id,name,address,addressNumber,zipCode,districtCode,districtName,altitude,nearbyStations/0,location/lat,location/lon,stationType,nearbyStations/1,nearbyStations/2,nearbyStations/3
358,358 NICOLAS SAN JUAN-MATIAS ROMERO ,358 - Nicolas San Juan-Matias Romero,S/N,3100,DVC,Del Valle Centro,,357,19.380168,-99.164222,BIKE,360,373,
359,359 MATIAS ROMERO -PESTALLOZZI,359 - Matias Romero -Pestallozzi,S/N,3100,DVC,Del Valle Centro,,342,19.379269,-99.161169,"BIKE,TPV",360,374,
360,360 HERIBERTO FRÍAS-MATIAS ROMERO,360 - Heriberto Frías-Matias Romero,S/N,3100,DVC,Del Valle Centro,,358,19.3790279,-99.1628259,BIKE,359,374,
335,335 MAGDALENA-AMEYALCO,335 - Magdalena-Ameyalco,S/N,3100,DVC,Del Valle Centro,,326,19.387003,-99.173504,BIKE,334,346,
336,336 SAN BORJA-CDA. BARTOLOCHE,336 - San Borja-Cda. Bartoloche,S/N,3100,DVC,Del Valle Centro,,325,19.385531,-99.169673,BIKE,337,345,
337,337 SAN BORJA-MARTÍN MENLALDE,337 - San Borja-Martín Menlalde,S/N,3100,DVC,Del Valle Centro,,324,19.384849,-99.16704,"BIKE,TPV",336,338,
338,338 NICOLAS SAN JUAN-SAN BORJA,338 - Nicolas San Juan-San Borja,S/N,3100,DVC,Del Valle Centro,,324,19.384249,-99.163273,BIKE,336,337,
324,324 AMORES-AVENIDA EUGENIA,324 - Amores-Avenida Eugenia,S/N,3100,DVC,Del Valle Centro,,323,19.3872468,-99.1656554,BIKE,336,337,
343,343 ENRIQUE RÉBSAMEN-DIVISIÓN DEL NORTE,343 - Enrique Rébsamen-División Del Norte,S/N,3100,DVC,Del Valle Centro,,338,19.384099,-99.160826,BIKE,341,344,
344,344 HERIBERTO FRÍAS-ANGEL URRAZA EJE 6 SUR,344 - Heriberto Frías-Angel Urraza Eje 6 Sur,S/N,3100,DVC,Del Valle Centro,,338,19.382107,-99.162243,BIKE,343,358,
373,373 PILARES-GABRIEL MANCERA,373 - Pilares-Gabriel Mancera,S/N,3100,DVC,Del Valle Centro,,357,19.377968,-99.166663,BIKE,372,378,
374,374 PITÁGORAS-PILARES,374 - Anaxágoras-Pilares,S/N,3100,DVC,Del Valle Centro,,359,19.376964,-99.161116,"BIKE,TPV",375,376,
323,323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,323 - Concepción Beistegui-Gabriel Mancera,S/N,3103,DVN,Del Valle Norte,,319,19.389026,-99.163403,BIKE,322,324,
282,282 LA MORENA-EJE 2 PONIENTE GABRIEL MANCERA,282 - La Morena-Eje 2 Poniente Gabriel Mancera,S/N,3103,DVN,Del Valle Norte,,278,19.398692,-99.161273,BIKE,293,294,
279,279 LA MORENA-PROVIDENCIA,279 - La Morena-Providencia,S/N,3103,DVN,Del Valle Norte,,164,19.399908,-99.166553,BIKE,278,282,
316,316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,316 - San Francisco-Concepción Beistegui,S/N,3103,DVN,Del Valle Norte,,301,19.391056,-99.1712,BIKE,302,315,
317,317 AVENIDA COYOACÁN-TORRES ADALID,317 - Avenida Coyoacán-Torres Adalid,S/N,3103,DVN,Del Valle Norte,,299,19.391456,-99.166157,"BIKE,TPV",300,318,
318,318 LUZ SAVIÑÓN-AMORES,318 - Luz Saviñón-Amores,S/N,3103,DVN,Del Valle Norte,,299,19.392249,-99.164127,BIKE,317,319,
319,319 DIAGONAL SAN ANTONIO-LUZ SAVIÑON,319 - Diagonal San Antonio-Luz Saviñon,S/N,3103,DVN,Del Valle Norte,,298,19.391991,-99.162684,BIKE,318,320,
298,298 ROMERO DE TERREROS-GABRIEL MANCERA,298 - Romero De Terreros-Gabriel Mancera,S/N,3103,DVN,Del Valle Norte,,294,19.394073,-99.16214,BIKE,318,319,
299,299 ROMERO DE TERREROS-MIER Y PESADO,299 - Romero De Terreros-Mier Y Pesado,S/N,3103,DVN,Del Valle Norte,,292,19.394601,-99.165054,BIKE,298,318,
300,300 PROVIDENCIA -LUZ SAVIÑON,300 - Providencia -Luz Saviñon,S/N,3103,DVN,Del Valle Norte,,301,19.393268,-99.168333,BIKE,302,317,
301,301 LUZ SAVIÑÓN-MAGDALENA,301 - Luz Saviñón-Magdalena,S/N,3103,DVN,Del Valle Norte,,300,19.393807,-99.171133,BIKE,302,316,
302,302 LUZ SAVIÑON-MAGDALENA,302 - Luz Saviñon-Magdalena,S/N,3103,DVN,Del Valle Norte,,301,19.393832,-99.171466,BIKE,303,304,
291,291 MAGDALENA-DIVISIÓN DEL NORTE,291 - Magdalena-División Del Norte,S/N,3103,DVN,Del Valle Norte,,283,19.397651,-99.169946,BIKE,284,290,
292,292 ADOLFO PRIETO-EJE 4 SUR XOLA,292 - Adolfo Prieto-Eje 4 Sur Xola,S/N,3103,DVN,Del Valle Norte,,283,19.396917,-99.166264,BIKE,293,299,
293,293 MIER Y PESADO-EJE 4 SUR XOLA,293 - Mier Y Pesado-Eje 4 Sur Xola,S/N,3103,DVN,Del Valle Norte,,283,19.397373,-99.164598,"BIKE,TPV",292,294,
377,377 HERIBERTO FRÍAS-MIGUEL LAURENT,377 - Heriberto Frías-Miguel Laurent,S/N,3104,DVS,Del Valle Sur,,373,19.375394,-99.16375,BIKE,376,400,
378,378 MIGUEL LAURENT-AMORES,378 - Miguel Laurent-Amores,S/N,3104,DVS,Del Valle Sur,,372,19.375823,-99.168076,BIKE,373,379,
390,390 OSO-FELIX CUEVAS,390 - Oso-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,389,19.373228,-99.17826,"BIKE,TPV",391,416,
391,391 OSO-FELIX CUEVAS,391 - Oso-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,389,19.373142,-99.178283,BIKE,390,416,
394,394 DR. ROBERTO GAYOL-FELIX CUEVAS,394 - Dr. Roberto Gayol-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,393,19.372437,-99.171592,BIKE,395,396,
395,395 SAN LORENZO-CALLEJÓN MARTÍN MENLALDE,395 - San Lorenzo-Callejón Martín Menlalde,S/N,3104,DVS,Del Valle Sur,,379,19.373742,-99.169814,BIKE,394,396,
396,396 MARTÍN MENLALDE-FELIX CUEVAS,396 - Martín Menlalde-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,394,19.371554,-99.170187,BIKE,395,413,
397,397 SAN LORENZO-GABRIEL MANCERA,397 - San Lorenzo-Gabriel Mancera,S/N,3104,DVS,Del Valle Sur,,398,19.373194,-99.167247,BIKE,399,400,
398,398 SANCHEZ AZCONA-FELIX CUEVAS,398 - Sanchez Azcona-Felix Cuevas,S/N,3104,DVS,Del Valle Sur,,397,19.37103,-99.16566,BIKE,399,400,
399,399 HERIBERTO FRÍAS-SAN LORENZO,399 - Heriberto Frías-San Lorenzo,S/N,3104,DVS,Del Valle Sur,,397,19.372407,-99.164519,BIKE,398,400,
400,400 SAN LORENZO-HERIBERTO FRIAS,400 - San Lorenzo-Heriberto Frias,S/N,3104,DVS,Del Valle Sur,,397,19.3726458,-99.1642743,BIKE,398,399,
413,413 PARROQUIA-AVENIDA COYOACÁN,413 - Parroquia-Avenida Coyoacán,S/N,3104,DVS,Del Valle Sur,,396,19.369782,-99.171906,BIKE,414,424,
414,414 PARROQUIA-JOSÉ IGNACIO BARTOLACHE,414 - Parroquia-José Ignacio Bartolache,S/N,3104,DVS,Del Valle Sur,,413,19.370187,-99.173712,BIKE,415,423,
415,415 SAN FRANCISCO-PARROQUÍA,415 - San Francisco-Parroquía,S/N,3104,DVS,Del Valle Sur,,391,19.371498,-99.17602,BIKE,414,416,
433,433 JOSE MARÍA OLLOQUI-LOPÉZ COSTILLA,433 - Jose María Olloqui-Lopéz Costilla,S/N,3104,DVS,Del Valle Sur,,434,19.363558,-99.170819,BIKE,435,439,
434,434 JOSE MARÍA OLLOQUI-AMORES,434 - Jose María Olloqui-Amores,S/N,3104,DVS,Del Valle Sur,,433,19.363776,-99.171498,"BIKE,TPV",435,439,
424,424 AMORES-JOSÉ MARÍA RICO (EJE 8),424 - Amores-José María Rico (Eje 8),S/N,3104,DVS,Del Valle Sur,,413,19.367208,-99.170531,BIKE,425,435,
425,425 NICOLAS SAN JUAN-AVENIDA UNIVERSIDAD,425 - Nicolas San Juan-Avenida Universidad,S/N,3104,DVS,Del Valle Sur,,411,19.367087,-99.16741,BIKE,412,426,
285,285 12 DE OCTUBRE-MINERIA,285 - 12 De Octubre-Mineria,S/N,11800,ESC,Escandón,,171,19.399688,-99.177524,BIKE,173,286,
286,286 13 DE SEPTIEMBRE-AVENIDA PATRIOTISMO,286 - 13 De Septiembre-Avenida Patriotismo,S/N,11800,ESC,Escandón,,171,19.399201,-99.179943,BIKE,285,287,
287,287 13 DE SEPTIEMBRE-PUENTE DE LA MORENA,287 - 13 De Septiembre-Puente De La Morena,S/N,11800,ESC,Escandón,,286,19.398946,-99.183254,BIKE,288,311,
175,175 MUTUALISMO-JOSÉ MARTí,175 - Mutualismo-José Martí,S/N,,ESC,Escandón,,169,19.400806,-99.172645,BIKE,179,182,
172,172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,172 - General Francisco Murguia-Jose Martí,S/N,,ESC,Escandón,,167,19.403365,-99.181553,BIKE,170,171,
166,166 PROGRESO-CDA. ANTONIO MACEO,166 - Progreso-Cda. Antonio Maceo,S/N,,ESC,Escandón,,170,19.406069,-99.183549,BIKE,172,181,
167,167 GENERAL SALVADOR ALVARADO-PROGRESO,167 - General Salvador Alvarado-Progreso,S/N,,ESC,Escandón,,168,19.404651,-99.179375,BIKE,172,178,
168,168 COMERCIO-PROGRESO,168 - Comercio-Progreso,S/N,,ESC,Escandón,,167,19.403997,-99.1776,"BIKE,TPV",169,173,
169,169 PROSPERIDAD-PROGRESO,169 - Prosperidad-Progreso,S/N,,ESC,Escandón,,168,19.403019,-99.174934,BIKE,170,175,
170,170 OBSERVATORIO ORIENTE-REVOLUCIÓN,170 - Observatorio Oriente-Revolución,S/N,,ESC,Escandón,,166,19.404029,-99.184342,BIKE,167,172,
383,383 LUIS CARACCI-2DA. LUIS CARACCI,383 - Luis Caracci-2da. Luis Caracci,S/N,3740,EXI,Extremadura Insurgentes,,366,19.375764,-99.181527,BIKE,382,387,
366,366 PORFIRIO DÍAZ-AUGUSTO RODÍN,366 - Porfirio Díaz-Augusto Rodín,S/N,3740,EXI,Extremadura Insurgentes,,362,19.378345,-99.181973,BIKE,367,368,
428,428 PROLONGACIÓN UXMAL-AV. POPOCATEPETL (EJE 8),428 - Prolongación Uxmal-Av. Popocatepetl (Eje 8),S/N,3340,GPM,General Pedro Maria Anaya,,427,19.363418,-99.160353,BIKE,430,431,
431,431 BRUNO TRAVEN-PAZ MONTES DE OCA,431 - Bruno Traven-Paz Montes De Oca,S/N,3340,GPM,General Pedro Maria Anaya,,428,19.36145,-99.15822,BIKE,429,430,
432,432 CARRILLO PUERTO-AV. MÉXICO-COYOACÁN,432 - Carrillo Pto-Golondrinas,S/N,3340,GPM,General Pedro Maria Anaya,,442,19.361296,-99.162581,BIKE,443,444,
444,444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ,444 - General Manuel Rincón-Agustín Gutierrez,S/N,3340,GPM,General Pedro Maria Anaya,,431,19.359384,-99.159425,BIKE,432,443,
445,445 RIFF-AVENIDA RIO CHURUBUSCO,445 - Riff-Avenida Rio Churubusco,S/N,3340,GPM,General Pedro Maria Anaya,,431,19.35827,-99.156105,BIKE,444,446,
446,446 RIFF-AVENIDA RIO CHURUBUSCO,446 - Riff-Avenida Rio Churubusco,S/N,3340,GPM,General Pedro Maria Anaya,,431,19.3591196,-99.1561282,"BIKE,TPV",444,445,
242,242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,242 - Miguel de Cervantes Saavedra-Pról. Moliere,S/N,11510,GRA,Granada,,198,19.440344,-99.20105,BIKE,199,243,
244,244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,244 - Miguel de Cervantes Saavedra-Lago Victoria,S/N,11510,GRA,Granada,,196,19.440885,-99.193315,BIKE,243,245,
245,245 LAGO ONEGA-AV. EJERCITO NACIONAL ,245 - Lago Onega-Av. Ejército Nacional,S/N,11510,GRA,Granada,,196,19.438165,-99.190368,BIKE,200,201,
177,177 BENJAMIN HILL-CARLOS ZETINA,177 - BENJAMIN HILL-CARLOS ZETINA,S/N,,H-C,Hipódromo Condesa,,176,19.408841,-99.181692,BIKE,178,190,
178,178 TAMAULIPAS-FRANCISCO MURGUÍA,178 - Tamaulipas-Francisco Murguía,S/N,,H-C,Hipódromo Condesa,,166,19.406833,-99.180457,"BIKE,TPV",167,177,
73,73 CAMPECHE-TAMAULIPAS,073 - Campeche - Tamaulipas,S/N,06170,H-C,Hipódromo Condesa,,67,19.410245,-99.175612,BIKE,68,75,
75,75 ALFONSO REYES-ATLIXCO,075 - Alfonso Reyes - Atlixco,S/N,06170,H-C,Hipódromo Condesa,,73,19.408722,-99.17669,BIKE,77,78,
76,76 AMSTERDAM-CHILPANCINGO,076 - Amsterdam - Chilpancingo,S/N,06100,HIP,Hipódromo,,70,19.409439,-99.170462,BIKE,71,74,
77,77 CHOAPAN-TAMAULIPAS,077 - Choapan - Tamaulipas,S/N,06100,HIP,Hipódromo,,78,19.406765,-99.178321,BIKE,82,,
78,78 BENJAMIN HILL-TAMAULIPAS,078 - Benjamín Hill - Tamaulipas,S/N,06170,HIP,Hipódromo,,77,19.407503,-99.177382,"BIKE,TPV",82,,
79,79 SALTILLO-ALFONSO REYES,079 - Saltillo - Alfonso Reyes,S/N,06100,HIP,Hipódromo,,75,19.407534,-99.174427,BIKE,80,83,
80,80 NUEVO LEON-AGUASCALIENTES,080 - Nuevo León - Aguascalientes,S/N,06100,HIP,Hipódromo,,79,19.407307,-99.172118,BIKE,83,84,
81,81 AGUASCALIENTES-INSURGENTES,081 - Aguascalientes - Insurgentes,S/N,06100,HIP,Hipódromo,,76,19.408006,-99.168475,BIKE,84,,
61,61 AVENIDA MEXICO-SONORA,061 - Avenida México - Sonora,S/N,06100,HIP,Hipódromo,,59,19.413742,-99.169525,"BIKE,TPV",63,64,70
69,69 MICHOACAN-AMSTERDAM,069 - Michoacán - Amsterdam,S/N,06100,HIP,Hipódromo,,70,19.410733,-99.168111,BIKE,76,77,
59,59 POPOCATEPETL-AMSTERDAM,059 - Popocatépetl - Amsterdam,S/N,06100,HIP,Hipódromo,,56,19.415121,-99.166661,BIKE,61,64,
83,83 NUEVO LEON-ALFONSO REYES,083 - Nuevo León - Alfonso Reyes,S/N,06100,HIP,Hipódromo,,79,19.406296,-99.172117,"BIKE,TPV",80,,
84,84 CHILPANCINGO-TLAXCALA,084 - Chilpancingo - Tlaxcala,S/N,06100,HIP,Hipódromo,,81,19.40702,-99.169587,BIKE,83,,
71,71 AMSTERDAM-MICHOACAN,071 - Amsterdam - Michoacan,S/N,06100,HIP,Hipódromo,,70,19.411423,-99.171351,BIKE,74,76,
64,64 SONORA-AMSTERDAM,064 - Sonora - Amsterdam,S/N,06100,HIP,Hipódromo,,59,19.412877,-99.166986,BIKE,61,69,
179,179 NUEVO LEÓN-QUINTANA ROO,179 - Nuevo León-Quintana Roo,S/N,,HIP,Hipódromo,,154,19.404452,-99.171438,BIKE,180,182,
180,180 QUINTANA ROO-VILLA HERMOSA,180 - Quintana Roo-Villa Hermosa,S/N,,HIP,Hipódromo,,154,19.404554,-99.169953,BIKE,179,182,
182,182 PROGRESO-ASTRONOMOS,182 - PROGRESO-ASTRONOMOS,S/N,,HIP,Hipódromo,,175,19.402089,-99.17139,"BIKE,TPV",179,,
417,417 GOYA-AUGUSTO RODÍN,417 - Goya-Augusto Rodín,S/N,3920,INM,Insurgentes Mixcoac,,384,19.373262,-99.184333,"BIKE,TPV",385,386,
418,418 GALICIA-ACTIPAN,418 - Galicia-Actipan,S/N,3920,INM,Insurgentes Mixcoac,,388,19.371152,-99.183034,BIKE,417,419,
419,419 ACTIPAN-CADIZ,419 - Actipan-Cadiz,S/N,3920,INM,Insurgentes Mixcoac,,418,19.370606,-99.181502,BIKE,420,421,
384,384 EMPRESA-POUSSIN,384 - Empresa-Poussin,S/N,3920,INM,Insurgentes Mixcoac,,385,19.375873,-99.185583,BIKE,386,417,
385,385 POUSSIN-EMPRESA,385 - Poussin-Empresa,S/N,3920,INM,Insurgentes Mixcoac,,384,19.375651,-99.18558,"BIKE,TPV",386,417,
386,386 POUSSIN-DONATELLO,386 - Poussin-Donatello,S/N,3920,INM,Insurgentes Mixcoac,,384,19.37484,-99.185846,BIKE,385,417,
387,387 CADIZ-EMPRESA,387 - Cadiz-Empresa,S/N,3920,INM,Insurgentes Mixcoac,,381,19.37455556,-99.180505555556,BIKE,382,383,
388,388 VALENCIA-MALAGA,388 - Valencia-Malaga,S/N,3920,INM,Insurgentes Mixcoac,,387,19.373038,-99.181355,BIKE,389,390,
389,389 SANTANDER-FELIX CUEVAS,389 - Santander-Felix Cuevas,S/N,3920,INM,Insurgentes Mixcoac,,388,19.373528,-99.179356,BIKE,390,391,
345,345 MIRAFLORES-PATRICIO SANZ,345 - Miraflores-Patricio Sanz,S/N,3100,ISB,Insurgentes San Borja,,334,19.384498,-99.172223,BIKE,335,346,
346,346 SAN FRANCISCO-SANTA MARGARITA,346 - San Francisco-Santa Margarita,S/N,3100,ISB,Insurgentes San Borja,,334,19.385019,-99.174077,BIKE,335,345,
355,355 CALIFORNIA-SACRAMENTO,355 - California-Sacramento,S/N,3100,ISB,Insurgentes San Borja,,345,19.38205,-99.173291,BIKE,361,,
447,447 AGUSTÍN MELGAR-ZAMORA,447 AGUSTÍN MELGAR-ZAMORA,S/N,,JUA,Juárez,,447,19.418858,-99.176776,BIKE,,,
449,449 ACAPULCO-PUEBLA,449 ACAPULCO-PUEBLA,S/N,,JUA,Juárez,,449,19.42018,-99.174393,BIKE,,,
113,113 GENERAL PRIM-VERSALLES,113 - General Prim-Versalles,S/N,06500,JUA,Juárez,,114,19.430369,-99.154419,BIKE,116,119,
114,114 LUCERNA-ABRAHAM GONZALEZ ,114 - Lucerna-Abraham González,S/N,06500,JUA,Juárez,,113,19.428989,-99.153618,BIKE,116,119,
115,115 ROMA-DINAMARCA ,115 - Roma-Dinamarca,S/N,06500,JUA,Juárez,,116,19.429947,-99.159698,BIKE,117,118,
116,116 LONDRES-ROMA,116 - Londres-Roma,S/N,06500,JUA,Juárez,,115,19.428985,-99.15664,BIKE,118,199,
117,117 LONDRES-NAPOLES ,117 - Londres-Napoles,S/N,06500,JUA,Juárez,,116,19.427132,-99.160369,BIKE,118,120,
118,118 LIVERPOOL-DINAMARCA,118 - Liverpool-Dinamarca,S/N,06500,JUA,Juárez,,116,19.427114,-99.158251,BIKE,117,120,
119,119 TURÍN-ABRAHAM GONZÁLEZ,119 - Turín-Abraham González,S/N,,JUA,Juárez,,114,19.42679,-99.15554,BIKE,118,125,
120,120 MARSELLA-NAPOLES,120 - Marsella-Nápoles,S/N,06500,JUA,Juárez,,117,19.425437,-99.159458,BIKE,118,121,
121,121 NIZA-CHAPULTEPEC,121 - Niza-Chapultepec,S/N,06500,JUA,Juárez,,117,19.424137,-99.161317,BIKE,120,128,
30,30 HAMBURGO-GENOVA,030 - Hamburgo - Genova,S/N,06500,JUA,Juárez,,26,19.426442,-99.164323,"BIKE,TPV",34,35,
31,31 HAMBURGO-INSURGENTES,031 - Hamburgo - Insurgentes,S/N,06500,JUA,Juárez,,19,19.427838,-99.161193,BIKE,27,30,
32,32 LONDRES-SEVILLA,032 - Londres - Sevilla,S/N,06500,JUA,Juárez,,22,19.422705,-99.169922,BIKE,38,39,
33,33 LONDRES-FLORENCIA,033 - Londres - Florencia,S/N,06500,JUA,Juárez,,29,19.424234,-99.166431,BIKE,39,40,
34,34 LIVERPOOL-GENOVA,034 - Liverpool - Genova,S/N,05600,JUA,Juárez,,30,19.424539,-99.163503,BIKE,33,35,
35,35 LIVERPOOL-GENOVA,035 - Liverpool - Genova,S/N,06500,JUA,Juárez,,30,19.424572,-99.163123,"BIKE,TPV",34,40,
22,22 REFORMA-MANCHESTER,022 - Reforma - Manchester,S/N,06500,JUA,Juárez,,14,19.424375,-99.172575,"BIKE,TPV",15,23,28
23,23 REFORMA-PRAGA,023 - Reforma - Praga,S/N,06500,JUA,Juárez,,15,19.425483,-99.170414,BIKE,16,22,
24,24 REFORMA-VARSOVIA,024 - Reforma- Varsovia,S/N,06500,JUA,Juárez,,16,19.426102,-99.168992,"BIKE,TPV",23,,
25,25 REFORMA-ESTOCOLMO,025 - Reforma - Estocolmo,S/N,06500,JUA,Juárez,,17,19.426944,-99.166946,BIKE,18,,
26,26 REFORMA-VERSALLES,026 - Reforma - Versalles,S/N,06500,JUA,Juárez,,10,19.432685,-99.154726,"BIKE,TPV",,,
27,27 REFORMA-HAVRE,027 - Reforma- Havre,S/N,06500,JUA,Juárez,,19,19.429115,-99.162614,"BIKE,TPV",26,31,
28,28 TOLEDO-TOKIO,028 - Toledo- Tokio,S/N,06500,JUA,Juárez,,14,19.423542,-99.172494,BIKE,21,22,
404,404 MIGUEL LAURENT-AVENIDA DIVISIÓN DEL NORTE,404 - Miguel Laurent-Avenida División Del Norte,S/N,3650,LEV,Letran Valle,,402,19.373813,-99.157387,BIKE,403,405,
375,375 TENAYUCA-DIVISIÓN DEL NORTE,375 - Tenayuca-División Del Norte,S/N,3650,LEV,Letran Valle,,359,19.376865,-99.158818,BIKE,374,376,
376,376 PITÁGORAS-AV. UNIVERSIDAD,376 - Pitágoras-Av. Universidad,S/N,3650,LEV,Letran Valle,,374,19.375442,-99.161595,BIKE,375,377,
333,333 GEORGIA -CAROLINA,333 - Georgia -Carolina,S/N,3810,NAP,Nápoles,,330,19.387624,-99.180978,BIKE,332,349,
289,289 CHICAGO-YOSEMITE,289 - Chicago-Yosemite,S/N,3810,NAP,Nápoles,,284,19.397308,-99.174548,BIKE,290,304,
290,290 YOSEMITE-COLORADO,290 - Yosemite-Colorado,S/N,3810,NAP,Nápoles,,284,19.396333,-99.172667,BIKE,289,303,
303,303 MONTESITO-AV. INSURGENTES,303 - Montesito-Av. Insurgentes,S/N,3810,NAP,Nápoles,,301,19.394842,-99.173025,"BIKE,TPV",302,304,
304,304 MONTESITO-DAKOTA,304 - Montesito-Dakota,S/N,3810,NAP,Nápoles,,290,19.395043,-99.173821,BIKE,303,305,
309,309 PENNSYLVANIA-ARIZONA,309 - Pennsylvania-Arizona,S/N,3810,NAP,Nápoles,,308,19.393162,-99.17956,BIKE,310,313,
306,306 DAKOTA-FILADELFIA,306 - Dakota-Filadelfia,S/N,3810,NAP,Nápoles,,305,19.393699,-99.175664,"BIKE,TPV",307,308,
307,307 MINESOTA-DAKOTA,307 - Minesota-Dakota,S/N,3810,NAP,Nápoles,,305,19.393701,-99.175834,BIKE,306,308,
314,314 NUERVA YORK-LOUISIANA,314 - Nuerva York-Louisiana,S/N,3810,NAP,Nápoles,,307,19.391647,-99.177331,BIKE,313,327,
315,315 ALABAMA-MONTANA,315 - Alabama-Montana,S/N,3810,NAP,Nápoles,,301,19.391472,-99.1736,BIKE,302,316,
327,327 GEORGIA -PENNSYLVANIA,327 - Georgia -Pennsylvania,S/N,3810,NAP,Nápoles,,313,19.38885,-99.17772,BIKE,314,326,
284,284 DAKOTA-VERMONT,284 - Dakota-Vermont,S/N,3810,NAP,Nápoles,,289,19.397693,-99.172981,BIKE,290,291,
280,280 ANAXÁGORAS-OBRERO MUNDIAL,280 - Anaxágoras-Obrero Mundial,S/N,3020,NAR,Narvarte Poniente,,276,19.4015,-99.156406,"BIKE,TPV",277,281,
281,281 PITÁGORAS-LA MORENA,281 - Pitágoras-La Morena,S/N,3020,NAR,Narvarte Poniente,,276,19.398532,-99.157308,BIKE,280,295,
276,276 ANAXÁGORAS-OBRERO MUNDIAL,276 - Anaxágoras-Obrero Mundial,S/N,3020,NAR,Narvarte Poniente,,277,19.401986,-99.156366,BIKE,280,281,
320,320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,320 - Enrique Rébsamen-Luz Saviñon,S/N,3020,NAR,Narvarte Poniente,,296,19.391323,-99.15936,BIKE,297,319,
294,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,294 - Nicolás San Juan-Eje 4 Sur Xola,S/N,3020,NAR,Narvarte Poniente,,282,19.396513,-99.160924,BIKE,295,298,
295,295 ANAXÁGORAS-EJE 4 SUR XOLA,295 - Anaxágoras-Eje 4 Sur Xola,S/N,3020,NAR,Narvarte Poniente,,281,19.396328,-99.156871,"BIKE,TPV",296,297,
296,296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,296 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,NAR,Narvarte Poniente,,295,19.394283,-99.158756,BIKE,297,320,
297,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,297 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,NAR,Narvarte Poniente,,295,19.394412,-99.158907,BIKE,296,320,
339,339 ENRIQUE RÉBSAMEN-AVENIDA EUGENIA,339 - Enrique Rébsamen-Avenida Eugenia,S/N,3020,NAR,Narvarte Poniente,,322,19.386032,-99.160548,BIKE,340,343,
340,340 ANAXÁGORAS-AVENIDA EUGENIA,340 - Anaxágoras-Avenida Eugenia,S/N,3020,NAR,Narvarte Poniente,,339,19.385571,-99.158188,"BIKE,TPV",341,343,
341,341 SAN BORJA-AVENIDA CUAUHTEMOC,341 - San Borja-Avenida Cuauhtemoc,S/N,3020,NAR,Narvarte Poniente,,340,19.382851,-99.158204,BIKE,343,364,
342,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,342 - Anaxágoras-Angel Urraza Eje 6 Sur,S/N,3020,NAR,Narvarte Poniente,,341,19.381076,-99.159455,BIKE,344,359,
354,354 BOSTON-AV. INSURGENTES,354 - Boston-Av. Insurgentes,S/N,3720,NBU,Noche Buena,,353,19.381665,-99.176685,BIKE,361,369,
367,367 BOSTON -AUGUSTO RODÍN,367 - Boston -Augusto Rodín,S/N,3720,NBU,Noche Buena,,362,19.37946,-99.181632,BIKE,363,366,
451,451 CAMPOS ELÍSEOS-GOLDSMITH,451 CAMPOS ELÍSEOS-GOLDSMITH,S/N,,POL,Polanco,,451,19.42902,-99.201322,BIKE,,,
196,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,196 - Lago Tanganica- Av. Ejército Nacional,S/N,11510,POL,Polanco,,204,19.438349,-99.192904,BIKE,244,245,
198,198 SÓCRATES-EJERCITO NACIONAL ,198 - Sócrates-Ejercito Nacional,S/N,,POL,Polanco,,240,19.438168,-99.203888,"BIKE,TPV",241,,
199,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,199 - Anatole France-Av. Ejército Nacional,S/N,11510,POL,Polanco,,196,19.437934,-99.197241,BIKE,202,203,
200,200 EMERSON-AV. EJERCITO NACIONAL,200 - Emerson-Av. Ejército Nacional,S/N,11510,POL,Polanco,,201,19.437596,-99.188785,BIKE,204,245,
201,201 LOPE DE VEGA-EJERCITO NACIONAL ,201 - Lope de Vega-Ejército Nacional,S/N,11510,POL,Polanco,,200,19.437431,-99.187215,BIKE,205,245,
202,202 CALDERON DE LA BARCA-AV. HOMERO,202 - Calderón de la Barca-Av. Homero,S/N,11510,POL,Polanco,,199,19.43617,-99.198943,BIKE,206,215,
203,203 TENNYSON-AV. HOMERO,203 - Tennyson-Av. Homero,S/N,11510,POL,Polanco,,196,19.435985,-99.194832,BIKE,204,210,
239,239 RINCON DEL BOSQUE-RUBEN DARÍO ,239 - Rincon del Bosque-Ruben Dario,S/N,11510,POL,Polanco,,226,19.430153,-99.181355,BIKE,247,250,
